model,state_bytes,state_model_ratio,decode_ratio,flop_reduction
135M,589.0083333333333,2.189129283185791e-06,0.4130201588423062,83.66650141167632
360M,624.5916666666667,8.630832108584507e-07,0.42465246746427066,79.44690353530322
1.7B,640.6,1.8715791938115184e-07,0.2791385378665219,78.19923060598047
